"Date","OriginalPrecipitation","DeltaShiftPrecipitation","OriginalTemperature","DeltaShiftTemperature","ScenarioPrecipitation"
2015-11-27,0.89,0.979,1.1,2.1,0.979
2015-11-28,0.03,0.033,6.95,7.95,0.033
2015-11-29,2.6,2.86,4.64,5.64,2.86
2015-11-30,1.9,2.09,1.85,2.85,2.09
2015-12-01,23.18,25.498,0.36,1.36,34.1391104972133
2015-12-02,1.06,1.166,-0.6,0.4,1.166
2015-12-03,0.3,0.33,-1.28,-0.28,0.33
2015-12-04,0.43,0.473,2.99,3.99,0.473
2015-12-05,11.29,12.419,3.75,4.75,7.47004147761928
2015-12-06,2.4,2.64,7.93,8.93,2.64
2015-12-07,2.46,2.706,9.47,10.47,2.706
2015-12-08,0.25,0.275,4.76,5.76,0.275
2015-12-09,0.28,0.308,0.79,1.79,0.308
2015-12-10,0.1,0.11,5.74,6.74,0.11
2015-12-11,1.2,1.32,7.55,8.55,1.32
2015-12-12,0.19,0.209,3.86,4.86,0.209
2015-12-13,0.01,0.011,-0.47,0.53,0.011
2015-12-14,0,0,-3.26,-2.26,0
2015-12-15,0,0,-5.17,-4.17,0
2015-12-16,0.1,0.11,-2.54,-1.54,0.11
2015-12-17,0.09,0.099,-1.43,-0.43,0.099
2015-12-18,8.74,9.614,0.42,1.42,9.614
2015-12-19,0.99,1.089,6.28,7.28,1.089
2015-12-20,0.12,0.132,7.37,8.37,0.132
2015-12-21,0.02,0.022,10.69,11.69,0.022
2015-12-22,0,0,7.77,8.77,0
2015-12-23,1.3,1.43,5.26,6.26,1.43
2015-12-24,0.32,0.352,6.75,7.75,0.352
2015-12-25,0.03,0.033,5.52,6.52,0.033
2015-12-26,1.54,1.694,5.64,6.64,1.694
2015-12-27,0.08,0.088,-0.34,0.66,0.088
2015-12-28,2.1,2.31,-2.91,-1.91,2.31
2015-12-29,0.42,0.462,-4.26,-3.26,0.462
2015-12-30,0.01,0.011,-3.72,-2.72,0.011
2015-12-31,0.01,0.011,-1.14,-0.14,0.011
2016-01-01,0,0,-0.77,0.23,0
2016-01-02,0.22,0.242,-0.18,0.82,0.242
2016-01-03,1.01,1.111,-3.06,-2.06,1.111
2016-01-04,0.21,0.231,-5.26,-4.26,0.231
2016-01-05,0.22,0.242,-7.06,-6.06,0.242
2016-01-06,0.64,0.704,-7.09,-6.09,0.704
2016-01-07,0.27,0.297,-10.83,-9.83,0.297
2016-01-08,0.12,0.132,-12.51,-11.51,0.132
2016-01-09,0.24,0.264,-8.19,-7.19,0.264
2016-01-10,0.09,0.099,-10.39,-9.39,0.099
2016-01-11,3.97,4.367,-3.82,-2.82,4.367
2016-01-12,11.56,12.716,-0.14,0.86,7.98413689034864
2016-01-13,3.38,3.718,-4.02,-3.02,3.718
2016-01-14,1.28,1.408,-8.42,-7.42,1.408
2016-01-15,0.08,0.088,-15.97,-14.97,0.088
2016-01-16,0,0,-19.37,-18.37,0
2016-01-17,0,0,-15.43,-14.43,0
2016-01-18,0.03,0.033,-10.94,-9.94,0.033
2016-01-19,0.03,0.033,-9.43,-8.43,0.033
2016-01-20,0.04,0.044,-10.93,-9.93,0.044
2016-01-21,0.06,0.066,-11.65,-10.65,0.066
2016-01-22,0.06,0.066,-10.66,-9.66,0.066
2016-01-23,0.08,0.088,-11.62,-10.62,0.088
2016-01-24,0.82,0.902,-4.46,-3.46,0.902
2016-01-25,0.29,0.319,-1.09,-0.0900000000000001,0.319
2016-01-26,0.09,0.099,-0.07,0.93,0.099
2016-01-27,0.54,0.594,3.06,4.06,0.594
2016-01-28,2.73,3.003,4.1,5.1,3.003
2016-01-29,8.78,9.658,2.43,3.43,9.658
2016-01-30,1.88,2.068,4.3,5.3,2.068
2016-01-31,0.26,0.286,3.11,4.11,0.286
2016-02-01,0.43,0.473,0.43,1.43,0.473
2016-02-02,1.97,2.167,-1.22,-0.22,2.167
2016-02-03,0.91,1.001,3.25,4.25,1.001
2016-02-04,8.27,9.097,-1.18,-0.18,9.097
2016-02-05,0.39,0.429,-1.78,-0.78,0.429
2016-02-06,0,0,-1.31,-0.31,0
2016-02-07,2.87,3.157,2.59,3.59,3.157
2016-02-08,1.2,1.32,4.45,5.45,1.32
2016-02-09,1.61,1.771,3.37,4.37,1.771
2016-02-10,3.49,3.839,3.35,4.35,3.839
2016-02-11,9.97,10.967,1.53,2.53,10.967
2016-02-12,3.81,4.191,0.58,1.58,4.191
2016-02-13,2,2.2,-1.71,-0.71,2.2
2016-02-14,0.53,0.583,-2.86,-1.86,0.583
2016-02-15,0.21,0.231,-3.1,-2.1,0.231
2016-02-16,0.04,0.044,-5.55,-4.55,0.044
2016-02-17,0,0,-4.75,-3.75,0
2016-02-18,0,0,-1.95,-0.95,0
2016-02-19,7.59,8.349,-1.07,-0.0700000000000001,8.349
2016-02-20,0.52,0.572,-1.56,-0.56,0.572
2016-02-21,3.29,3.619,-0.36,0.64,3.619
2016-02-22,1.08,1.188,0.82,1.82,1.188
2016-02-23,0.63,0.693,0.18,1.18,0.693
2016-02-24,0.08,0.088,-1.87,-0.87,0.088
2016-02-25,0,0,-2.69,-1.69,0
2016-02-26,0,0,-2.59,-1.59,0
2016-02-27,1.39,1.529,-2.26,-1.26,1.529
2016-02-28,0.1,0.11,-2.73,-1.73,0.11
2016-02-29,0,0,-2.68,-1.68,0
2016-03-01,0,0,-2.26,-1.26,0
2016-03-02,0.01,0.0105,-3.27,-2.27,0.0105
2016-03-03,0.44,0.462,-0.97,0.03,0.462
2016-03-04,3.44,3.612,1.16,2.16,3.612
2016-03-05,7.51,7.8855,1.14,2.14,7.8855
2016-03-06,2.02,2.121,0.61,1.61,2.121
2016-03-07,1.21,1.2705,0,1,1.2705
2016-03-08,9.36,9.828,1.1,2.1,9.828
2016-03-09,1.56,1.638,0.69,1.69,1.638
2016-03-10,0.26,0.273,-0.67,0.33,0.273
2016-03-11,0.02,0.021,0.09,1.09,0.021
2016-03-12,0,0,0.37,1.37,0
2016-03-13,0.01,0.0105,0.32,1.32,0.0105
2016-03-14,0.12,0.126,1.4,2.4,0.126
2016-03-15,1.11,1.1655,4.6,5.6,1.1655
2016-03-16,0.14,0.147,4.71,5.71,0.147
2016-03-17,0.01,0.0105,4.14,5.14,0.0105
2016-03-18,0,0,4.64,5.64,0
2016-03-19,0.78,0.819,1.54,2.54,0.819
2016-03-20,1.06,1.113,1.86,2.86,1.113
2016-03-21,1.49,1.5645,2.07,3.07,1.5645
2016-03-22,0.88,0.924,1.99,2.99,0.924
2016-03-23,2.59,2.7195,0.98,1.98,2.7195
2016-03-24,4.24,4.452,1.41,2.41,4.452
2016-03-25,0.24,0.252,1.53,2.53,0.252
2016-03-26,1.51,1.5855,3.7,4.7,1.5855
2016-03-27,0.14,0.147,4.87,5.87,0.147
2016-03-28,0,0,5.95,6.95,0
2016-03-29,0.01,0.0105,6.24,7.24,0.0105
2016-03-30,2.09,2.1945,6.01,7.01,2.1945
2016-03-31,0.17,0.1785,4.15,5.15,0.1785
2016-04-01,0.97,1.0185,3.07,4.07,1.0185
2016-04-02,2.33,2.4465,3.35,4.35,2.4465
2016-04-03,0.9,0.945,4.34,5.34,0.945
2016-04-04,0.17,0.1785,7.02,8.02,0.1785
2016-04-05,0.02,0.021,5.05,6.05,0.021
2016-04-06,3.96,4.158,7.14,8.14,4.158
2016-04-07,10.52,11.046,5.55,6.55,11.046
2016-04-08,8.08,8.484,5.47,6.47,8.484
2016-04-09,2.39,2.5095,5.67,6.67,2.5095
2016-04-10,3.49,3.6645,4.55,5.55,3.6645
2016-04-11,0.25,0.2625,5.25,6.25,0.2625
2016-04-12,0.02,0.021,6.75,7.75,0.021
2016-04-13,0,0,7.19,8.19,0
2016-04-14,0.21,0.2205,7.01,8.01,0.2205
2016-04-15,0.06,0.063,4.41,5.41,0.063
2016-04-16,0.54,0.567,6.55,7.55,0.567
2016-04-17,0.98,1.029,7.15,8.15,1.029
2016-04-18,6.05,6.3525,6.52,7.52,6.3525
2016-04-19,1.35,1.4175,7.13,8.13,1.4175
2016-04-20,3.6,3.78,6.27,7.27,3.78
2016-04-21,0.28,0.294,6.34,7.34,0.294
2016-04-22,3.33,3.4965,6.25,7.25,3.4965
2016-04-23,1.21,1.2705,5.3,6.3,1.2705
2016-04-24,4.75,4.9875,3.07,4.07,4.9875
2016-04-25,2.33,2.4465,2.23,3.23,2.4465
2016-04-26,2.7,2.835,2.46,3.46,2.835
2016-04-27,1.83,1.9215,3.46,4.46,1.9215
2016-04-28,2.6,2.73,3.16,4.16,2.73
2016-04-29,10.96,11.508,3.76,4.76,5.78118196635109
2016-04-30,1.82,1.911,6.25,7.25,1.911
2016-05-01,0.05,0.0525,7.57,8.57,0.0525
2016-05-02,0.46,0.483,8.77,9.77,0.483
2016-05-03,0.04,0.042,9.26,10.26,0.042
2016-05-04,0,0,11.37,12.37,0
2016-05-05,0.09,0.0945,11.81,12.81,0.0945
2016-05-06,0.01,0.0105,11.63,12.63,0.0105
2016-05-07,0,0,12.26,13.26,0
2016-05-08,0,0,13.85,14.85,0
2016-05-09,0,0,15.74,16.74,0
2016-05-10,0,0,17.26,18.26,0
2016-05-11,0.01,0.0105,16.63,17.63,0.0105
2016-05-12,0,0,11.26,12.26,0
2016-05-13,0,0,11.25,12.25,0
2016-05-14,0.45,0.4725,8.85,9.85,0.4725
2016-05-15,2.38,2.499,6.2,7.2,2.499
2016-05-16,3.01,3.1605,7.74,8.74,3.1605
2016-05-17,9.81,10.3005,6.59,7.59,10.3005
2016-05-18,0.5,0.525,8.95,9.95,0.525
2016-05-19,0.01,0.0105,11.06,12.06,0.0105
2016-05-20,0.37,0.3885,12.94,13.94,0.3885
2016-05-21,2.81,2.9505,13.88,14.88,2.9505
2016-05-22,0.9,0.945,12.23,13.23,0.945
2016-05-23,0.91,0.9555,14.76,15.76,0.9555
2016-05-24,0.07,0.0735,17.64,18.64,0.0735
2016-05-25,0.12,0.126,16.47,17.47,0.126
2016-05-26,1.93,2.0265,10.07,11.07,2.0265
2016-05-27,16.02,16.821,8.74,9.74,16.8404456781684
2016-05-28,6.73,7.0665,9.95,10.95,7.0665
2016-05-29,2.44,2.562,12.72,13.72,2.562
2016-05-30,8.15,8.5575,13.52,14.52,8.5575
2016-05-31,0.61,0.6405,15.2,16.2,0.6405
2016-06-01,0.01,0.009,18.02,19.02,0.009
2016-06-02,0,0,19,20,0
2016-06-03,0,0,19.75,20.75,0
2016-06-04,0.3,0.27,20,21,0.27
2016-06-05,0.03,0.027,14.81,15.81,0.027
2016-06-06,0,0,11.87,12.87,0
2016-06-07,0,0,13.74,14.74,0
2016-06-08,1.68,1.512,18.2,19.2,1.512
2016-06-09,5.38,4.842,14.24,15.24,4.842
2016-06-10,0.28,0.252,12.14,13.14,0.252
2016-06-11,1.4,1.26,9.58,10.58,1.26
2016-06-12,2.22,1.998,10.66,11.66,1.998
2016-06-13,0.22,0.198,12.56,13.56,0.198
2016-06-14,0.15,0.135,15.78,16.78,0.135
2016-06-15,0.01,0.009,15.79,16.79,0.009
2016-06-16,0.01,0.009,16.78,17.78,0.009
2016-06-17,9.64,8.676,13.4,14.4,8.676
2016-06-18,2.56,2.304,15.1,16.1,2.304
2016-06-19,13.52,12.168,12.95,13.95,7.02721615891458
2016-06-20,2.76,2.484,14.52,15.52,2.484
2016-06-21,1.46,1.314,15.75,16.75,1.314
2016-06-22,1.59,1.431,16.26,17.26,1.431
2016-06-23,0.3,0.27,18.28,19.28,0.27
2016-06-24,1.85,1.665,18.69,19.69,1.665
2016-06-25,4.67,4.203,17.7,18.7,4.203
2016-06-26,0.22,0.198,21.91,22.91,0.198
2016-06-27,16.2,14.58,17.91,18.91,12.2502714816679
2016-06-28,1.49,1.341,17.24,18.24,1.341
2016-06-29,1.12,1.008,16.84,17.84,1.008
2016-06-30,0.09,0.081,16.64,17.64,0.081
2016-07-01,0.39,0.351,17,18,0.351
2016-07-02,2.23,2.007,17.89,18.89,2.007
2016-07-03,19.27,17.343,16.81,17.81,17.9684951511202
2016-07-04,2.51,2.259,15.07,16.07,2.259
2016-07-05,1.21,1.089,15.22,16.22,1.089
2016-07-06,0.41,0.369,16.12,17.12,0.369
2016-07-07,0.02,0.018,17.09,18.09,0.018
2016-07-08,0,0,16.68,17.68,0
2016-07-09,0.02,0.018,17.46,18.46,0.018
2016-07-10,1.71,1.539,17.96,18.96,1.539
2016-07-11,0.8,0.72,18.08,19.08,0.72
2016-07-12,13.44,12.096,17.75,18.75,6.84421356983026
2016-07-13,5.58,5.022,17.2,18.2,5.022
2016-07-14,1.25,1.125,16.81,17.81,1.125
2016-07-15,0.5,0.45,17.05,18.05,0.45
2016-07-16,7.77,6.993,15.73,16.73,6.993
2016-07-17,0.68,0.612,17.02,18.02,0.612
2016-07-18,0.16,0.144,16.89,17.89,0.144
2016-07-19,2.2,1.98,16.36,17.36,1.98
2016-07-20,0.32,0.288,17.34,18.34,0.288
2016-07-21,0.01,0.009,19.61,20.61,0.009
2016-07-22,0,0,19.08,20.08,0
2016-07-23,0,0,19.58,20.58,0
2016-07-24,0,0,20.92,21.92,0
2016-07-25,0.03,0.027,22.49,23.49,0.027
2016-07-26,0.11,0.099,23.33,24.33,0.099
2016-07-27,6.22,5.598,20.39,21.39,5.598
2016-07-28,0.66,0.594,18.88,19.88,0.594
2016-07-29,1.65,1.485,19.21,20.21,1.485
2016-07-30,0.12,0.108,19.17,20.17,0.108
2016-07-31,7.5,6.75,18.55,19.55,6.75
2016-08-01,0.72,0.648,17.58,18.58,0.648
2016-08-02,0.57,0.513,16.73,17.73,0.513
2016-08-03,0.56,0.504,16.44,17.44,0.504
2016-08-04,0.45,0.405,16.84,17.84,0.405
2016-08-05,18.77,16.893,16.79,17.79,17.0292164693736
2016-08-06,1.33,1.197,18.03,19.03,1.197
2016-08-07,1.75,1.575,17.55,18.55,1.575
2016-08-08,0.87,0.783,17.75,18.75,0.783
2016-08-09,0.78,0.702,17.87,18.87,0.702
2016-08-10,0.77,0.693,14.87,15.87,0.693
2016-08-11,3.25,2.925,12.8,13.8,2.925
2016-08-12,5.18,4.662,12.1,13.1,4.662
2016-08-13,0.49,0.441,13.83,14.83,0.441
2016-08-14,0.78,0.702,17.26,18.26,0.702
2016-08-15,2.17,1.953,14.92,15.92,1.953
2016-08-16,0.57,0.513,14.22,15.22,0.513
2016-08-17,0.14,0.126,15.61,16.61,0.126
2016-08-18,0.31,0.279,14.39,15.39,0.279
2016-08-19,2.82,2.538,14.96,15.96,2.538
2016-08-20,10.97,9.873,14.84,15.84,9.873
2016-08-21,1.45,1.305,16.7,17.7,1.305
2016-08-22,10.95,9.855,16.85,17.85,9.855
2016-08-23,0.62,0.558,17.64,18.64,0.558
2016-08-24,0.03,0.027,17.1,18.1,0.027
2016-08-25,0.01,0.009,17.77,18.77,0.009
2016-08-26,7.73,6.957,18.22,19.22,6.957
2016-08-27,0.84,0.756,20.65,21.65,0.756
2016-08-28,0,0,17.53,18.53,0
2016-08-29,5.06,4.554,12.76,13.76,4.554
2016-08-30,16.34,14.706,12.15,13.15,12.5335833678743
2016-08-31,1.52,1.368,14.44,15.44,1.368
2016-09-01,0,0,16.85,17.85,0
2016-09-02,0.36,0.36,16.88,17.88,0.36
2016-09-03,0.02,0.02,15.94,16.94,0.02
2016-09-04,9.37,9.37,14.45,15.45,9.37
2016-09-05,0.77,0.77,13.23,14.23,0.77
2016-09-06,0.1,0.1,13.36,14.36,0.1
2016-09-07,0.01,0.01,15.67,16.67,0.01
2016-09-08,0.09,0.09,18.8,19.8,0.09
2016-09-09,0.01,0.01,15.69,16.69,0.01
2016-09-10,1.16,1.16,16.57,17.57,1.16
2016-09-11,0.06,0.06,17.04,18.04,0.06
2016-09-12,0.05,0.05,17.28,18.28,0.05
2016-09-13,0.01,0.01,15.34,16.34,0.01
2016-09-14,0.15,0.15,16.41,17.41,0.15
2016-09-15,0.11,0.11,17.46,18.46,0.11
2016-09-16,0.04,0.04,17.12,18.12,0.04
2016-09-17,0,0,12.69,13.69,0
2016-09-18,0.03,0.03,11.58,12.58,0.03
2016-09-19,0.31,0.31,12.46,13.46,0.31
2016-09-20,0.02,0.02,14.37,15.37,0.02
2016-09-21,0.04,0.04,14.17,15.17,0.04
2016-09-22,0,0,12.69,13.69,0
2016-09-23,0.02,0.02,12.07,13.07,0.02
2016-09-24,0.47,0.47,11.8,12.8,0.47
2016-09-25,0.41,0.41,11.77,12.77,0.41
2016-09-26,0.04,0.04,13.85,14.85,0.04
2016-09-27,0,0,14.04,15.04,0
2016-09-28,0.13,0.13,14.03,15.03,0.13
2016-09-29,17.86,17.86,13.04,14.04,19.2310947572306
2016-09-30,5.37,5.37,12.6,13.6,5.37
2016-10-01,0.31,0.31,12.01,13.01,0.31
2016-10-02,0,0,10.7,11.7,0
2016-10-03,0.05,0.05,8.74,9.74,0.05
2016-10-04,0,0,7.24,8.24,0
2016-10-05,0.03,0.03,7.25,8.25,0.03
2016-10-06,0.01,0.01,6.97,7.97,0.01
2016-10-07,0,0,7.47,8.47,0
2016-10-08,0,0,8.24,9.24,0
2016-10-09,0.28,0.28,7.08,8.08,0.28
2016-10-10,2.52,2.52,7.67,8.67,2.52
2016-10-11,0.3,0.3,7.19,8.19,0.3
2016-10-12,0.1,0.1,7.02,8.02,0.1
2016-10-13,0.49,0.49,6.23,7.23,0.49
2016-10-14,0.51,0.51,5.32,6.32,0.51
2016-10-15,0.47,0.47,4.24,5.24,0.47
2016-10-16,0.59,0.59,5.58,6.58,0.59
2016-10-17,0.25,0.25,6.22,7.22,0.25
2016-10-18,0.62,0.62,6.74,7.74,0.62
2016-10-19,0.48,0.48,7.58,8.58,0.48
2016-10-20,0.66,0.66,7.69,8.69,0.66
2016-10-21,0.12,0.12,6.51,7.51,0.12
2016-10-22,1.72,1.72,5.7,6.7,1.72
2016-10-23,1.4,1.4,3.9,4.9,1.4
2016-10-24,8.81,8.81,4.93,5.93,8.81
2016-10-25,2.2,2.2,5.65,6.65,2.2
2016-10-26,9.81,9.81,3.56,4.56,9.81
2016-10-27,0.72,0.72,3.73,4.73,0.72
2016-10-28,1.14,1.14,7.86,8.86,1.14
2016-10-29,3.74,3.74,8.63,9.63,3.74
2016-10-30,0.32,0.32,6.41,7.41,0.32
2016-10-31,0.02,0.02,5.82,6.82,0.02
2016-11-01,0.15,0.165,3.71,4.71,0.165
2016-11-02,31,34.1,2.03,3.03,48.7696624625659
2016-11-03,11.85,13.035,0.99,1.99,8.69091698193748
2016-11-04,1.11,1.221,-0.45,0.55,1.221
2016-11-05,0.05,0.055,-2.23,-1.23,0.055
2016-11-06,0.04,0.044,-1.53,-0.53,0.044
2016-11-07,0.52,0.572,-2.16,-1.16,0.572
2016-11-08,1.2,1.32,-2.87,-1.87,1.32
2016-11-09,5.75,6.325,-2.67,-1.67,6.325
2016-11-10,7.06,7.766,-3.4,-2.4,7.766
2016-11-11,0.79,0.869,-4.42,-3.42,0.869
2016-11-12,0.03,0.033,-3.28,-2.28,0.033
2016-11-13,0,0,-3.51,-2.51,0
2016-11-14,0.13,0.143,-0.08,0.92,0.143
2016-11-15,0.86,0.946,1.07,2.07,0.946
2016-11-16,6.05,6.655,2.5,3.5,6.655
2016-11-17,0.82,0.902,0.27,1.27,0.902
2016-11-18,0.25,0.275,3.06,4.06,0.275
2016-11-19,9.53,10.483,3.67,4.67,10.483
2016-11-20,1.11,1.221,3.7,4.7,1.221
2016-11-21,0.87,0.957,2.96,3.96,0.957
2016-11-22,4.91,5.401,6.66,7.66,5.401
2016-11-23,0.61,0.671,7.01,8.01,0.671
2016-11-24,0.08,0.088,6.82,7.82,0.088
2016-11-25,1.58,1.738,1.81,2.81,1.738
2016-11-26,1.96,2.156,1.03,2.03,2.156
2016-11-27,1.4,1.54,4.36,5.36,1.54
2016-11-28,0.62,0.682,1.03,2.03,0.682
2016-11-29,0.55,0.605,-0.66,0.34,0.605
2016-11-30,0.1,0.11,-0.11,0.89,0.11
2016-12-01,0,0,-0.04,0.96,0
2016-12-02,0,0,-1.69,-0.69,0
2016-12-03,0.02,0.022,-1.1,-0.1,0.022
2016-12-04,0.02,0.022,-3.56,-2.56,0.022
2016-12-05,0.04,0.044,-2.11,-1.11,0.044
2016-12-06,0,0,2.64,3.64,0
2016-12-07,0,0,-2.36,-1.36,0
2016-12-08,1.93,2.123,0.19,1.19,2.123
2016-12-09,0.64,0.704,5.15,6.15,0.704
2016-12-10,0.02,0.022,2.73,3.73,0.022
2016-12-11,6.73,7.403,0.12,1.12,7.403
2016-12-12,8.4,9.24,-2.09,-1.09,9.24
2016-12-13,0.55,0.605,-6.5,-5.5,0.605
2016-12-14,0.88,0.968,-0.43,0.57,0.968
2016-12-15,0.1,0.11,-1.99,-0.99,0.11
2016-12-16,0,0,-4.53,-3.53,0
2016-12-17,0.03,0.033,0.26,1.26,0.033
2016-12-18,0.08,0.088,-0.34,0.66,0.088
2016-12-19,0.03,0.033,-1.91,-0.91,0.033
2016-12-20,0.01,0.011,1.59,2.59,0.011
2016-12-21,0.03,0.033,4.32,5.32,0.033
2016-12-22,0.17,0.187,1.05,2.05,0.187
2016-12-23,0.02,0.022,3.98,4.98,0.022
2016-12-24,0.01,0.011,2.85,3.85,0.011
2016-12-25,3.83,4.213,3.84,4.84,4.213
2016-12-26,0.2,0.22,2.76,3.76,0.22
2016-12-27,0.05,0.055,4.7,5.7,0.055
2016-12-28,1.03,1.133,1.85,2.85,1.133
2016-12-29,0.05,0.055,-1.17,-0.17,0.055
2016-12-30,0.02,0.022,2.81,3.81,0.022
2016-12-31,0.01,0.011,5.85,6.85,0.011
2017-01-01,0.05,0.055,8.33,9.33,0.055
2017-01-02,0.82,0.902,2.2,3.2,0.902
2017-01-03,0.23,0.253,-2.03,-1.03,0.253
2017-01-04,3.49,3.839,-3.4,-2.4,3.839
2017-01-05,3.89,4.279,-5.17,-4.17,4.279
2017-01-06,0.32,0.352,-14.72,-13.72,0.352
2017-01-07,0.23,0.253,-13.08,-12.08,0.253
2017-01-08,9.09,9.999,-5.11,-4.11,9.999
2017-01-09,0.45,0.495,-7.03,-6.03,0.495
2017-01-10,0.24,0.264,0.35,1.35,0.264
2017-01-11,0.15,0.165,0.47,1.47,0.165
2017-01-12,3.71,4.081,0.89,1.89,4.081
2017-01-13,2.64,2.904,0.54,1.54,2.904
2017-01-14,1.77,1.947,-2.8,-1.8,1.947
2017-01-15,0.13,0.143,-5.53,-4.53,0.143
2017-01-16,0.1,0.11,-8.16,-7.16,0.11
2017-01-17,0.34,0.374,-5.58,-4.58,0.374
2017-01-18,0.22,0.242,-4.52,-3.52,0.242
2017-01-19,0.07,0.077,0.53,1.53,0.077
2017-01-20,0.06,0.066,1.48,2.48,0.066
2017-01-21,0,0,0.91,1.91,0
2017-01-22,0,0,0.22,1.22,0
2017-01-23,0.05,0.055,-0.36,0.64,0.055
2017-01-24,0.26,0.286,0.37,1.37,0.286
2017-01-25,0.02,0.022,-2.08,-1.08,0.022
2017-01-26,0.25,0.275,0.64,1.64,0.275
2017-01-27,0.06,0.066,2.41,3.41,0.066
2017-01-28,0.39,0.429,-0.34,0.66,0.429
2017-01-29,0.08,0.088,-1.74,-0.74,0.088
2017-01-30,0.12,0.132,-1.02,-0.02,0.132
2017-01-31,0.67,0.737,1.14,2.14,0.737
2017-02-01,0.21,0.231,0.07,1.07,0.231
2017-02-02,0.39,0.429,-0.26,0.74,0.429
2017-02-03,0.35,0.385,-0.6,0.4,0.385
2017-02-04,1.78,1.958,-0.93,0.07,1.958
2017-02-05,0.35,0.385,-0.11,0.89,0.385
2017-02-06,0.41,0.451,-0.08,0.92,0.451
2017-02-07,0.73,0.803,-1.73,-0.73,0.803
2017-02-08,0.07,0.077,-4.54,-3.54,0.077
2017-02-09,0.05,0.055,-4.21,-3.21,0.055
2017-02-10,0.01,0.011,-3.27,-2.27,0.011
2017-02-11,0.09,0.099,-2.63,-1.63,0.099
2017-02-12,0.1,0.11,-3.25,-2.25,0.11
2017-02-13,0.01,0.011,-3.92,-2.92,0.011
2017-02-14,0,0,-0.42,0.58,0
2017-02-15,0,0,0.29,1.29,0
2017-02-16,0,0,-1.6,-0.6,0
2017-02-17,1,1.1,-0.47,0.53,1.1
2017-02-18,0.18,0.198,1.03,2.03,0.198
2017-02-19,0.04,0.044,0.47,1.47,0.044
2017-02-20,0.48,0.528,3.88,4.88,0.528
2017-02-21,6.27,6.897,2.65,3.65,6.897
2017-02-22,5.9,6.49,-1.3,-0.3,6.49
2017-02-23,13.68,15.048,0.54,1.54,13.1633279512254
2017-02-24,0.95,1.045,-2.61,-1.61,1.045
2017-02-25,0,0,-4.5,-3.5,0
2017-02-26,0.41,0.451,-3.02,-2.02,0.451
2017-02-27,3.57,3.927,-0.47,0.53,3.927
2017-02-28,3.25,3.575,0.85,1.85,3.575
2017-03-01,1.38,1.449,2.78,3.78,1.449
2017-03-02,1.36,1.428,1.81,2.81,1.428
2017-03-03,0.34,0.357,1.16,2.16,0.357
2017-03-04,1.82,1.911,0.69,1.69,1.911
2017-03-05,5.21,5.4705,-1.08,-0.0800000000000001,5.4705
2017-03-06,0.28,0.294,-2.27,-1.27,0.294
2017-03-07,0.05,0.0525,-2.38,-1.38,0.0525
2017-03-08,3.68,3.864,-2.9,-1.9,3.864
2017-03-09,6.73,7.0665,-2.31,-1.31,7.0665
2017-03-10,2.99,3.1395,1.33,2.33,3.1395
2017-03-11,1.59,1.6695,0.63,1.63,1.6695
2017-03-12,0.1,0.105,0.06,1.06,0.105
2017-03-13,0,0,1.48,2.48,0
2017-03-14,0.05,0.0525,2.66,3.66,0.0525
2017-03-15,0.18,0.189,4.29,5.29,0.189
2017-03-16,0.02,0.021,5.52,6.52,0.021
2017-03-17,0.01,0.0105,4.54,5.54,0.0105
2017-03-18,1.26,1.323,5.24,6.24,1.323
2017-03-19,0.44,0.462,1.72,2.72,0.462
2017-03-20,0.04,0.042,0.22,1.22,0.042
2017-03-21,2.08,2.184,0.99,1.99,2.184
2017-03-22,10.24,10.752,3.99,4.99,10.752
2017-03-23,2.11,2.2155,4.31,5.31,2.2155
2017-03-24,0.09,0.0945,2.2,3.2,0.0945
2017-03-25,0.01,0.0105,1.96,2.96,0.0105
2017-03-26,0.92,0.966,4.56,5.56,0.966
2017-03-27,0.07,0.0735,9.03,10.03,0.0735
2017-03-28,0,0,9.74,10.74,0
2017-03-29,0,0,4.92,5.92,0
2017-03-30,1.56,1.638,2.06,3.06,1.638
2017-03-31,2.89,3.0345,0.59,1.59,3.0345
2017-04-01,1.82,1.911,2.74,3.74,1.911
2017-04-02,2.35,2.4675,6.63,7.63,2.4675
2017-04-03,0.21,0.2205,8.72,9.72,0.2205
2017-04-04,0.02,0.021,6,7,0.021
2017-04-05,0,0,7.92,8.92,0
2017-04-06,1.19,1.2495,7.09,8.09,1.2495
2017-04-07,0.15,0.1575,5.46,6.46,0.1575
2017-04-08,0.02,0.021,5.63,6.63,0.021
2017-04-09,0.27,0.2835,6.65,7.65,0.2835
2017-04-10,0.01,0.0105,8.87,9.87,0.0105
2017-04-11,4.3,4.515,7.82,8.82,4.515
2017-04-12,0.88,0.924,5.1,6.1,0.924
2017-04-13,0.8,0.84,3.08,4.08,0.84
2017-04-14,0.29,0.3045,1.61,2.61,0.3045
2017-04-15,2.65,2.7825,-0.48,0.52,2.7825
2017-04-16,0.25,0.2625,0.1,1.1,0.2625
2017-04-17,0.52,0.546,-0.77,0.23,0.546
2017-04-18,1.08,1.134,-0.47,0.53,1.134
2017-04-19,1.34,1.407,0.74,1.74,1.407
2017-04-20,0.09,0.0945,3.1,4.1,0.0945
2017-04-21,0.13,0.1365,4.63,5.63,0.1365
2017-04-22,1.91,2.0055,6.61,7.61,2.0055
